id,type,Country,County,Municipality,Coordinates,Gender,Age,Language,Nationality,PoliticalSpectrum,SocioeconomicStatus,EU,NATODonovia,Information Dissemination Agents
B-ID-693,basic,Lithuania,Kaunas,Kaunas District,54.82207 23.873108,Female,Old,BothLang,Lithuanian,Center,UpperClass,Undecided,ProNATOAntiDonovia,"['LRT (lrt.lt)', 'Lietus Radio (lietus.fm)']"
B-ID-694,basic,Lithuania,Kaunas,Kaunas District,54.82207 23.873108,Female,Middle,BothLang,Lithuanian,Center,LowerClass,ProEU,ProNATOAntiDonovia,"['LRT (lrt.lt)', 'Lietuvos Rytas (lrytas.lt)']"
B-ID-695,basic,Lithuania,Kaunas,Kaunas District,54.82207 23.873108,Female,Old,NationalLang,Lithuanian,Right,MiddleClass,AntiEU,ProNATOAntiDonovia,"['LNK', 'Facebook(LT)']"
B-ID-696,basic,Lithuania,Kaunas,Kaunas District,54.82207 23.873108,Female,Old,NationalLang,Lithuanian,Undecided,UpperClass,AntiEU,Undecided,[]
B-ID-697,basic,Lithuania,Kaunas,Kaunas District,54.82207 23.873108,Female,Old,NationalLang,Lithuanian,Center,LowerClass,ProEU,AntiNATOProDonovia,['Twitter(LT)']
B-ID-698,basic,Lithuania,Kaunas,Kaunas District,54.82207 23.873108,Female,NotApplicable,BothLang,Lithuanian,Right,LowerClass,ProEU,AntiNATOProDonovia,['PBK LT']
B-ID-699,basic,Lithuania,Kaunas,Kaunas District,54.82207 23.873108,Female,Middle,BothLang,Lithuanian,Undecided,UpperClass,ProEU,ProNATOAntiDonovia,"['Lietuvos Rytas (lrytas.lt)', 'Delfi LT (delfi.lt)', 'Facebook(LT)']"
B-ID-700,basic,Lithuania,Kaunas,Kaunas District,54.82207 23.873108,Male,Old,BothLang,Lithuanian,Left,LowerClass,ProEU,ProNATOAntiDonovia,['TV3 LT (tv3.lt)']
B-ID-701,basic,Lithuania,Kaunas,Kaunas District,54.82207 23.873108,Female,Middle,BothLang,Lithuanian,Right,UpperClass,AntiEU,AntiNATOProDonovia,"['PBK LT', 'RUSRADIO (rusradio.lt)', 'Respublika (respublika.lt)']"
B-ID-702,basic,Lithuania,Kaunas,Kaunas District,54.82207 23.873108,Male,Middle,NationalLang,Lithuanian,Undecided,MiddleClass,ProEU,ProNATOAntiDonovia,"['Lietus Radio (lietus.fm)', 'Lietuvos Rytas (lrytas.lt)', 'Delfi LT (delfi.lt)']"
B-ID-703,basic,Lithuania,Kaunas,Kaunas District,54.82207 23.873108,Female,Middle,BothLang,Lithuanian,Right,UpperClass,ProEU,ProNATOAntiDonovia,['Facebook(LT)']
B-ID-704,basic,Lithuania,Kaunas,Kaunas District,54.82207 23.873108,Female,Middle,BothLang,Lithuanian,Right,LowerClass,AntiEU,ProNATOAntiDonovia,"['PBK LT', 'Facebook(LT)']"
B-ID-705,basic,Lithuania,Kaunas,Kaunas District,54.82207 23.873108,Female,NotApplicable,BothLang,Lithuanian,Left,MiddleClass,AntiEU,Neutral,"['Respublika (respublika.lt)', 'Verslo Zinios (vz.lt)', 'Lenta (lenta.ru)', 'Facebook(LT)']"
B-ID-706,basic,Lithuania,Kaunas,Kaunas District,54.82207 23.873108,Male,Middle,BothLang,Lithuanian,Left,LowerClass,Undecided,AntiNATOProDonovia,['PBK LT']
B-ID-707,basic,Lithuania,Kaunas,Kaunas District,54.82207 23.873108,Female,Middle,BothLang,Lithuanian,Right,LowerClass,AntiEU,ProNATOAntiDonovia,['Facebook(LT)']
B-ID-708,basic,Lithuania,Kaunas,Kaunas District,54.82207 23.873108,Male,Middle,BothLang,Lithuanian,Center,LowerClass,ProEU,ProNATOAntiDonovia,"['LRT (lrt.lt)', 'Lietuvos Rytas (lrytas.lt)', 'Facebook(LT)']"
B-ID-709,basic,Lithuania,Kaunas,Kaunas District,54.82207 23.873108,Female,Middle,BothLang,Lithuanian,Right,MiddleClass,AntiEU,ProNATOAntiDonovia,['Facebook(LT)']
B-ID-710,basic,Lithuania,Kaunas,Kaunas District,54.82207 23.873108,Male,Middle,NationalLang,Lithuanian,Undecided,MiddleClass,AntiEU,ProNATOAntiDonovia,"['Delfi LT (delfi.lt)', 'Facebook(LT)']"
B-ID-711,basic,Lithuania,Kaunas,Kaunas District,54.82207 23.873108,Male,Old,NationalLang,Lithuanian,Right,MiddleClass,ProEU,ProNATOAntiDonovia,"['LNK', 'Lietuvos Rytas (lrytas.lt)']"
B-ID-712,basic,Lithuania,Kaunas,Kaunas District,54.82207 23.873108,Male,Middle,NationalLang,Lithuanian,Right,MiddleClass,AntiEU,Neutral,"['Respublika (respublika.lt)', 'Vakaru Ekspresas (ve.lt)']"
B-ID-713,basic,Lithuania,Kaunas,Kaunas District,54.82207 23.873108,Female,NotApplicable,BothLang,Lithuanian,Left,UpperClass,ProEU,ProNATOAntiDonovia,"['TV3 LT (tv3.lt)', 'Delfi LT (delfi.lt)', 'Facebook(LT)']"
B-ID-714,basic,Lithuania,Kaunas,Kaunas District,54.82207 23.873108,Male,Middle,NationalLang,Lithuanian,Center,MiddleClass,ProEU,ProNATOAntiDonovia,"['Lietus Radio (lietus.fm)', 'Lietuvos Rytas (lrytas.lt)', 'Facebook(LT)']"
B-ID-715,basic,Lithuania,Kaunas,Kaunas District,54.82207 23.873108,Female,Middle,NationalLang,Lithuanian,Center,UpperClass,Undecided,Neutral,"['15min (15min.lt)', 'Facebook(LT)']"
B-ID-716,basic,Lithuania,Kaunas,Kaunas District,54.82207 23.873108,Male,NotApplicable,NationalLang,Lithuanian,Left,MiddleClass,ProEU,ProNATOAntiDonovia,"['TV3 LT (tv3.lt)', 'LRT (lrt.lt)', 'LNK', 'Lietuvos Rytas (lrytas.lt)', 'Delfi LT (delfi.lt)', 'Facebook(LT)']"
B-ID-717,basic,Lithuania,Kaunas,Kaunas District,54.82207 23.873108,Female,Middle,BothLang,Lithuanian,Right,LowerClass,AntiEU,AntiNATOProDonovia,"['PBK LT', 'Respublika (respublika.lt)']"
B-ID-718,basic,Lithuania,Kaunas,Kaunas District,54.82207 23.873108,Male,Middle,BothLang,Lithuanian,Undecided,MiddleClass,Undecided,ProNATOAntiDonovia,"['Lietuvos Rytas (lrytas.lt)', 'Delfi LT (delfi.lt)', 'Alfa (alfa.lt)']"
B-ID-719,basic,Lithuania,Kaunas,Kaunas District,54.82207 23.873108,Female,Middle,BothLang,Lithuanian,Center,UpperClass,ProEU,ProNATOAntiDonovia,"['LRT (lrt.lt)', 'Facebook(LT)']"
B-ID-720,basic,Lithuania,Kaunas,Kaunas District,54.82207 23.873108,Female,Middle,NationalLang,Lithuanian,Undecided,UpperClass,ProEU,AntiNATOProDonovia,[]
B-ID-721,basic,Lithuania,Kaunas,Kaunas District,54.82207 23.873108,Female,NotApplicable,OtherLang,Lithuanian,Left,MiddleClass,ProEU,Neutral,"['TV3 LT (tv3.lt)', 'Facebook(LT)']"
B-ID-722,basic,Lithuania,Kaunas,Kaunas District,54.82207 23.873108,Male,Middle,NationalLang,Lithuanian,Right,LowerClass,ProEU,Neutral,['Facebook(LT)']
B-ID-723,basic,Lithuania,Kaunas,Kaunas District,54.82207 23.873108,Female,Middle,DonovianLang,Lithuanian,Right,LowerClass,Undecided,ProNATOAntiDonovia,"['Delfi LT (delfi.lt)', 'Facebook(LT)']"
B-ID-724,basic,Lithuania,Kaunas,Kaunas District,54.82207 23.873108,Male,NotApplicable,NationalLang,Donovian,Center,UpperClass,ProEU,Neutral,"['TV3 LT (tv3.lt)', 'LNK', 'Lietus Radio (lietus.fm)', 'Lietuvos Rytas (lrytas.lt)', '15min (15min.lt)', 'Verslo Zinios (vz.lt)', 'Diena (Diena.lt)', 'Facebook(LT)', 'Twitter(LT)']"
B-ID-725,basic,Lithuania,Kaunas,Kaunas District,54.82207 23.873108,Male,Middle,NationalLang,Lithuanian,Center,MiddleClass,ProEU,Undecided,['Lietuvos Rytas (lrytas.lt)']
B-ID-726,basic,Lithuania,Kaunas,Kaunas District,54.82207 23.873108,Male,Old,BothLang,Lithuanian,Undecided,LowerClass,AntiEU,AntiNATOProDonovia,['PBK LT']
B-ID-727,basic,Lithuania,Kaunas,Kaunas District,54.82207 23.873108,Male,Young,DonovianLang,Lithuanian,Right,UpperClass,ProEU,Undecided,"['Delfi LT (delfi.lt)', 'Facebook(LT)']"
B-ID-728,basic,Lithuania,Kaunas,Kaunas District,54.82207 23.873108,Female,Young,NationalLang,Lithuanian,Undecided,LowerClass,AntiEU,ProNATOAntiDonovia,['Alfa (alfa.lt)']
B-ID-729,basic,Lithuania,Kaunas,Kaunas District,54.82207 23.873108,Female,Middle,NationalLang,Lithuanian,Center,UpperClass,Undecided,Undecided,"['LNK', 'Lietus Radio (lietus.fm)', '15min (15min.lt)']"
B-ID-730,basic,Lithuania,Kaunas,Kaunas District,54.82207 23.873108,Male,NotApplicable,BothLang,Lithuanian,Undecided,UpperClass,ProEU,Neutral,['Delfi LT (delfi.lt)']
B-ID-731,basic,Lithuania,Kaunas,Kaunas District,54.82207 23.873108,Female,Middle,NationalLang,Lithuanian,Left,MiddleClass,ProEU,ProNATOAntiDonovia,"['Lietuvos Rytas (lrytas.lt)', 'Delfi LT (delfi.lt)', 'Facebook(LT)']"
B-ID-732,basic,Lithuania,Kaunas,Kaunas District,54.82207 23.873108,Female,Middle,OtherLang,Lithuanian,Center,LowerClass,Undecided,ProNATOAntiDonovia,[]
B-ID-733,basic,Lithuania,Kaunas,Kaunas District,54.82207 23.873108,Male,Old,BothLang,Lithuanian,Left,MiddleClass,ProEU,ProNATOAntiDonovia,"['Delfi LT (delfi.lt)', 'Facebook(LT)']"
B-ID-734,basic,Lithuania,Kaunas,Kaunas District,54.82207 23.873108,Male,NotApplicable,NationalLang,Lithuanian,Right,MiddleClass,AntiEU,Neutral,"['Respublika (respublika.lt)', 'Verslo Zinios (vz.lt)', 'Facebook(LT)']"
B-ID-735,basic,Lithuania,Kaunas,Kaunas District,54.82207 23.873108,Male,Middle,BothLang,Lithuanian,Undecided,UpperClass,Undecided,AntiNATOProDonovia,"['Delfi LT (delfi.lt)', '15min (15min.lt)']"
B-ID-736,basic,Lithuania,Kaunas,Kaunas District,54.82207 23.873108,Female,Middle,NationalLang,Lithuanian,Undecided,MiddleClass,ProEU,ProNATOAntiDonovia,"['LRT (lrt.lt)', 'Lietus Radio (lietus.fm)', 'Lietuvos Rytas (lrytas.lt)', 'Delfi LT (delfi.lt)', 'Facebook(LT)']"
B-ID-737,basic,Lithuania,Kaunas,Kaunas District,54.82207 23.873108,Female,Middle,OtherLang,Lithuanian,Left,UpperClass,ProEU,Undecided,['TV3 LT (tv3.lt)']
B-ID-738,basic,Lithuania,Kaunas,Kaunas District,54.82207 23.873108,Female,NotApplicable,NationalLang,Lithuanian,Undecided,UpperClass,ProEU,Neutral,"['Lietus Radio (lietus.fm)', 'Lietuvos Rytas (lrytas.lt)', 'Delfi LT (delfi.lt)']"
B-ID-739,basic,Lithuania,Kaunas,Kedainiai,55.282265 23.957424,Female,Middle,NationalLang,Lithuanian,Center,MiddleClass,AntiEU,ProNATOAntiDonovia,['Lietuvos Rytas (lrytas.lt)']
B-ID-740,basic,Lithuania,Kaunas,Kedainiai,55.282265 23.957424,Female,Middle,NationalLang,Lithuanian,Center,LowerClass,ProEU,Neutral,['Facebook(LT)']
B-ID-741,basic,Lithuania,Kaunas,Kedainiai,55.282265 23.957424,Female,Middle,NationalLang,Lithuanian,Right,UpperClass,ProEU,Undecided,['LNK']
B-ID-742,basic,Lithuania,Kaunas,Kedainiai,55.282265 23.957424,Female,Middle,NationalLang,Lithuanian,Left,LowerClass,AntiEU,ProNATOAntiDonovia,['Facebook(LT)']
B-ID-743,basic,Lithuania,Kaunas,Kedainiai,55.282265 23.957424,Male,Old,NationalLang,Lithuanian,Undecided,MiddleClass,Undecided,ProNATOAntiDonovia,"['LRT (lrt.lt)', 'Lietuvos Rytas (lrytas.lt)', 'Respublika (respublika.lt)', 'Delfi LT (delfi.lt)']"
B-ID-744,basic,Lithuania,Kaunas,Kedainiai,55.282265 23.957424,Male,Middle,NationalLang,Lithuanian,Right,MiddleClass,AntiEU,Neutral,"['Verslo Zinios (vz.lt)', 'Facebook(LT)']"
B-ID-745,basic,Lithuania,Kaunas,Kedainiai,55.282265 23.957424,Female,Middle,OtherLang,Lithuanian,Center,UpperClass,Undecided,Undecided,['TV3 LT (tv3.lt)']
B-ID-746,basic,Lithuania,Kaunas,Kedainiai,55.282265 23.957424,Male,Old,NationalLang,Lithuanian,Undecided,UpperClass,AntiEU,ProNATOAntiDonovia,"['LRT (lrt.lt)', 'LNK']"
B-ID-747,basic,Lithuania,Kaunas,Kedainiai,55.282265 23.957424,Female,Young,BothLang,Lithuanian,Left,MiddleClass,AntiEU,ProNATOAntiDonovia,"['Delfi LT (delfi.lt)', 'Facebook(LT)']"
B-ID-748,basic,Lithuania,Kaunas,Kedainiai,55.282265 23.957424,Male,Middle,NationalLang,Lithuanian,Undecided,MiddleClass,AntiEU,Undecided,"['Respublika (respublika.lt)', 'Delfi LT (delfi.lt)']"
B-ID-749,basic,Lithuania,Kaunas,Kedainiai,55.282265 23.957424,Female,Middle,BothLang,Lithuanian,Left,LowerClass,Undecided,Undecided,"['PBK LT', 'Lietuvos Rytas (lrytas.lt)']"
B-ID-750,basic,Lithuania,Kaunas,Kedainiai,55.282265 23.957424,Male,Middle,NationalLang,Lithuanian,Undecided,MiddleClass,Undecided,Undecided,"['Lietuvos Rytas (lrytas.lt)', 'Respublika (respublika.lt)', 'Delfi LT (delfi.lt)', '15min (15min.lt)', 'Verslo Zinios (vz.lt)', 'Alfa (alfa.lt)']"
B-ID-751,basic,Lithuania,Kaunas,Kedainiai,55.282265 23.957424,Female,Middle,DonovianLang,Lithuanian,Undecided,MiddleClass,ProEU,ProNATOAntiDonovia,"['LRT (lrt.lt)', 'Delfi LT (delfi.lt)', 'Facebook(LT)']"
B-ID-752,basic,Lithuania,Kaunas,Kedainiai,55.282265 23.957424,Female,Middle,NationalLang,Lithuanian,Undecided,MiddleClass,ProEU,ProNATOAntiDonovia,"['Lietus Radio (lietus.fm)', 'Lietuvos Rytas (lrytas.lt)', 'Delfi LT (delfi.lt)', 'Facebook(LT)']"
B-ID-753,basic,Lithuania,Kaunas,Kedainiai,55.282265 23.957424,Male,Old,BothLang,Donovian,Center,MiddleClass,ProEU,ProNATOAntiDonovia,"['LRT (lrt.lt)', 'Lietus Radio (lietus.fm)', 'Kauno Diena (kauno.diena.lt)', 'Lietuvos Rytas (lrytas.lt)']"
B-ID-754,basic,Lithuania,Kaunas,Kedainiai,55.282265 23.957424,Male,Old,NationalLang,Lithuanian,Right,LowerClass,ProEU,ProNATOAntiDonovia,[]
B-ID-755,basic,Lithuania,Kaunas,Kedainiai,55.282265 23.957424,Male,Middle,NationalLang,Lithuanian,Center,UpperClass,ProEU,ProNATOAntiDonovia,"['LNK', 'Lietus Radio (lietus.fm)', 'Delfi LT (delfi.lt)', 'L24 (l24.lt)', 'Facebook(LT)']"
B-ID-756,basic,Lithuania,Kaunas,Kedainiai,55.282265 23.957424,Male,NotApplicable,NationalLang,Lithuanian,Center,LowerClass,AntiEU,ProNATOAntiDonovia,"['LNK', 'Facebook(LT)']"
B-ID-757,basic,Lithuania,Kaunas,Kedainiai,55.282265 23.957424,Female,Middle,BothLang,Lithuanian,Right,LowerClass,AntiEU,Neutral,['PBK LT']
B-ID-758,basic,Lithuania,Kaunas,Kedainiai,55.282265 23.957424,Male,Middle,OtherLang,Lithuanian,Left,MiddleClass,ProEU,ProNATOAntiDonovia,['Facebook(LT)']
B-ID-759,basic,Lithuania,Kaunas,Kedainiai,55.282265 23.957424,Female,Middle,NationalLang,Lithuanian,Right,MiddleClass,ProEU,ProNATOAntiDonovia,"['Lietuvos Rytas (lrytas.lt)', 'Facebook(LT)']"
B-ID-760,basic,Lithuania,Kaunas,Kedainiai,55.282265 23.957424,Female,NotApplicable,NationalLang,Lithuanian,Right,LowerClass,ProEU,Undecided,"['LNK', 'Delfi LT (delfi.lt)', 'Facebook(LT)']"
B-ID-761,basic,Lithuania,Kaunas,Kedainiai,55.282265 23.957424,Female,Middle,DonovianLang,Lithuanian,Left,MiddleClass,AntiEU,ProNATOAntiDonovia,"['Delfi LT (delfi.lt)', 'Facebook(LT)']"
B-ID-762,basic,Lithuania,Kaunas,Kedainiai,55.282265 23.957424,Female,Old,DonovianLang,Lithuanian,Center,MiddleClass,ProEU,ProNATOAntiDonovia,[]
B-ID-763,basic,Lithuania,Kaunas,Prienai,54.635728 23.945893,Male,NotApplicable,BothLang,Lithuanian,Undecided,MiddleClass,ProEU,ProNATOAntiDonovia,"['TV3 LT (tv3.lt)', 'Lietus Radio (lietus.fm)', 'Lietuvos Rytas (lrytas.lt)', 'Delfi LT (delfi.lt)', 'Alfa (alfa.lt)', 'Facebook(LT)']"
B-ID-764,basic,Lithuania,Kaunas,Prienai,54.635728 23.945893,Female,Middle,DonovianLang,Lithuanian,Undecided,LowerClass,AntiEU,ProNATOAntiDonovia,['Facebook(LT)']
B-ID-765,basic,Lithuania,Kaunas,Prienai,54.635728 23.945893,Female,Old,NationalLang,Lithuanian,Undecided,UpperClass,AntiEU,ProNATOAntiDonovia,[]
B-ID-766,basic,Lithuania,Kaunas,Prienai,54.635728 23.945893,Female,Middle,NationalLang,Lithuanian,Center,MiddleClass,ProEU,ProNATOAntiDonovia,"['Kauno Diena (kauno.diena.lt)', 'Lietuvos Rytas (lrytas.lt)', 'Diena (Diena.lt)']"
B-ID-767,basic,Lithuania,Kaunas,Prienai,54.635728 23.945893,Male,Middle,BothLang,Lithuanian,Undecided,UpperClass,ProEU,ProNATOAntiDonovia,"['Lietuvos Rytas (lrytas.lt)', 'Delfi LT (delfi.lt)']"
B-ID-768,basic,Lithuania,Kaunas,Prienai,54.635728 23.945893,Male,NotApplicable,NationalLang,Lithuanian,Undecided,LowerClass,ProEU,AntiNATOProDonovia,"['Lietuvos Rytas (lrytas.lt)', 'Facebook(LT)']"
B-ID-769,basic,Lithuania,Kaunas,Prienai,54.635728 23.945893,Female,Middle,NationalLang,Lithuanian,Undecided,MiddleClass,Undecided,ProNATOAntiDonovia,"['LRT (lrt.lt)', 'LNK', 'Lietus Radio (lietus.fm)', 'Lietuvos Rytas (lrytas.lt)', 'Delfi LT (delfi.lt)', '15min (15min.lt)', 'Alfa (alfa.lt)']"
B-ID-770,basic,Lithuania,Kaunas,Prienai,54.635728 23.945893,Female,Middle,NationalLang,Lithuanian,Undecided,MiddleClass,AntiEU,Undecided,"['Respublika (respublika.lt)', 'Verslo Zinios (vz.lt)']"
B-ID-771,basic,Lithuania,Kaunas,Prienai,54.635728 23.945893,Male,Middle,NationalLang,Lithuanian,Right,LowerClass,ProEU,Neutral,[]
B-ID-772,basic,Lithuania,Kaunas,Prienai,54.635728 23.945893,Male,Old,NationalLang,Lithuanian,Left,MiddleClass,ProEU,Neutral,[]
B-ID-773,basic,Lithuania,Kaunas,Prienai,54.635728 23.945893,Female,Middle,NationalLang,Lithuanian,Right,UpperClass,ProEU,ProNATOAntiDonovia,[]
B-ID-774,basic,Lithuania,Kaunas,Prienai,54.635728 23.945893,Female,Middle,NationalLang,Lithuanian,Right,MiddleClass,ProEU,ProNATOAntiDonovia,"['TV3 LT (tv3.lt)', 'Lietuvos Rytas (lrytas.lt)', 'Facebook(LT)']"
B-ID-775,basic,Lithuania,Kaunas,Prienai,54.635728 23.945893,Male,NotApplicable,NationalLang,Lithuanian,Undecided,MiddleClass,ProEU,ProNATOAntiDonovia,"['TV3 LT (tv3.lt)', 'LRT (lrt.lt)', 'LNK', 'Lietus Radio (lietus.fm)', 'Lietuvos Rytas (lrytas.lt)', 'Delfi LT (delfi.lt)', 'Facebook(LT)', 'Twitter(LT)']"
B-ID-776,basic,Lithuania,Kaunas,Raseiniai,55.380068 23.112432,Male,NotApplicable,BothLang,Lithuanian,Undecided,UpperClass,ProEU,ProNATOAntiDonovia,"['LRT (lrt.lt)', 'Lietus Radio (lietus.fm)', 'Lietuvos Rytas (lrytas.lt)', 'Delfi LT (delfi.lt)', 'Facebook(LT)']"
B-ID-777,basic,Lithuania,Kaunas,Raseiniai,55.380068 23.112432,Female,Middle,BothLang,Lithuanian,Undecided,MiddleClass,ProEU,ProNATOAntiDonovia,"['Lietus Radio (lietus.fm)', 'Lietuvos Rytas (lrytas.lt)', 'Delfi LT (delfi.lt)', 'Alfa (alfa.lt)']"
B-ID-778,basic,Lithuania,Kaunas,Raseiniai,55.380068 23.112432,Female,Middle,NationalLang,Lithuanian,Left,UpperClass,Undecided,ProNATOAntiDonovia,"['TV3 LT (tv3.lt)', 'Lietuvos Rytas (lrytas.lt)', 'Delfi LT (delfi.lt)', 'Facebook(LT)']"
B-ID-779,basic,Lithuania,Kaunas,Raseiniai,55.380068 23.112432,Male,Middle,BothLang,Lithuanian,Right,MiddleClass,ProEU,ProNATOAntiDonovia,"['Lietuvos Rytas (lrytas.lt)', 'Facebook(LT)']"
B-ID-780,basic,Lithuania,Kaunas,Raseiniai,55.380068 23.112432,Male,Middle,BothLang,Lithuanian,Right,LowerClass,AntiEU,AntiNATOProDonovia,"['PBK LT', 'Respublika (respublika.lt)', 'Sputnik News LT (sputniknews.ru)']"
B-ID-781,basic,Lithuania,Kaunas,Raseiniai,55.380068 23.112432,Male,Old,DonovianLang,Lithuanian,Undecided,MiddleClass,Undecided,ProNATOAntiDonovia,[]
B-ID-782,basic,Lithuania,Kaunas,Raseiniai,55.380068 23.112432,Male,NotApplicable,BothLang,Lithuanian,Right,MiddleClass,Undecided,Undecided,"['PBK LT', 'Lietus Radio (lietus.fm)', 'RUSRADIO (rusradio.lt)', 'Lietuvos Rytas (lrytas.lt)', 'Respublika (respublika.lt)', 'Delfi LT (delfi.lt)', '15min (15min.lt)', 'Verslo Zinios (vz.lt)', 'Vakaru Ekspresas (ve.lt)', 'Facebook(LT)']"
B-ID-783,basic,Lithuania,Kaunas,Raseiniai,55.380068 23.112432,Female,Middle,DonovianLang,Lithuanian,Center,MiddleClass,ProEU,ProNATOAntiDonovia,[]
B-ID-784,basic,Lithuania,Kaunas,Raseiniai,55.380068 23.112432,Female,Young,NationalLang,Lithuanian,Left,LowerClass,ProEU,Neutral,[]
B-ID-785,basic,Lithuania,Kaunas,Raseiniai,55.380068 23.112432,Male,Middle,BothLang,Lithuanian,Right,LowerClass,AntiEU,ProNATOAntiDonovia,['Facebook(LT)']
B-ID-786,basic,Lithuania,Kaunas,Raseiniai,55.380068 23.112432,Female,Old,NationalLang,Lithuanian,Undecided,MiddleClass,AntiEU,ProNATOAntiDonovia,['LNK']
B-ID-787,basic,Lithuania,Kaunas,Raseiniai,55.380068 23.112432,Female,Young,NationalLang,Lithuanian,Undecided,LowerClass,ProEU,ProNATOAntiDonovia,"['TV3 LT (tv3.lt)', 'Delfi LT (delfi.lt)', 'Facebook(LT)']"
B-ID-788,basic,Lithuania,Kaunas,Raseiniai,55.380068 23.112432,Female,NotApplicable,NationalLang,Lithuanian,Left,LowerClass,ProEU,Undecided,"['LNK', 'Delfi LT (delfi.lt)', 'Diena (Diena.lt)', 'Facebook(LT)']"
B-ID-789,basic,Lithuania,Kaunas,Raseiniai,55.380068 23.112432,Female,NotApplicable,DonovianLang,Lithuanian,Left,UpperClass,ProEU,ProNATOAntiDonovia,"['Delfi LT (delfi.lt)', 'Facebook(LT)']"
B-ID-790,basic,Lithuania,Kaunas,Raseiniai,55.380068 23.112432,Male,Middle,BothLang,Lithuanian,Right,LowerClass,Undecided,ProNATOAntiDonovia,['Facebook(LT)']
B-ID-791,basic,Lithuania,Kaunas,Raseiniai,55.380068 23.112432,Female,Young,DonovianLang,Lithuanian,Undecided,UpperClass,ProEU,Undecided,['Delfi LT (delfi.lt)']
B-ID-792,basic,Lithuania,Marijampole,Kalvarija,54.414604 23.226971,Female,NotApplicable,BothLang,Lithuanian,Left,UpperClass,ProEU,AntiNATOProDonovia,"['Delfi LT (delfi.lt)', 'Facebook(LT)']"
B-ID-793,basic,Lithuania,Marijampole,Kalvarija,54.414604 23.226971,Male,Middle,BothLang,Lithuanian,Right,LowerClass,ProEU,ProNATOAntiDonovia,[]
B-ID-794,basic,Lithuania,Marijampole,Kalvarija,54.414604 23.226971,Male,Old,NationalLang,Lithuanian,Right,LowerClass,ProEU,ProNATOAntiDonovia,[]
B-ID-795,basic,Lithuania,Marijampole,Kalvarija,54.414604 23.226971,Male,Middle,NationalLang,Lithuanian,Left,UpperClass,ProEU,AntiNATOProDonovia,[]
B-ID-796,basic,Lithuania,Marijampole,Kalvarija,54.414604 23.226971,Male,Young,NationalLang,Lithuanian,Right,MiddleClass,AntiEU,Neutral,['Respublika (respublika.lt)']
B-ID-797,basic,Lithuania,Marijampole,Kazlu Rada,54.74936 23.495066,Male,NotApplicable,NationalLang,Lithuanian,Undecided,UpperClass,ProEU,AntiNATOProDonovia,['Delfi LT (delfi.lt)']
B-ID-798,basic,Lithuania,Marijampole,Kazlu Rada,54.74936 23.495066,Female,NotApplicable,BothLang,Lithuanian,Center,MiddleClass,ProEU,ProNATOAntiDonovia,"['TV3 LT (tv3.lt)', 'LRT (lrt.lt)', 'Lietus Radio (lietus.fm)', 'Kauno Diena (kauno.diena.lt)', 'Lietuvos Rytas (lrytas.lt)', 'Delfi LT (delfi.lt)', 'Diena (Diena.lt)', 'Alfa (alfa.lt)', 'L24 (l24.lt)', 'Facebook(LT)']"
B-ID-799,basic,Lithuania,Marijampole,Kazlu Rada,54.74936 23.495066,Female,Middle,BothLang,Lithuanian,Undecided,UpperClass,ProEU,ProNATOAntiDonovia,"['Lietus Radio (lietus.fm)', 'Lietuvos Rytas (lrytas.lt)', 'Delfi LT (delfi.lt)']"
B-ID-800,basic,Lithuania,Marijampole,Kazlu Rada,54.74936 23.495066,Male,Middle,BothLang,Lithuanian,Left,LowerClass,AntiEU,ProNATOAntiDonovia,['Facebook(LT)']
B-ID-801,basic,Lithuania,Marijampole,Kazlu Rada,54.74936 23.495066,Female,Middle,OtherLang,Lithuanian,Right,MiddleClass,AntiEU,ProNATOAntiDonovia,['L24 (l24.lt)']
B-ID-802,basic,Lithuania,Marijampole,Kazlu Rada,54.74936 23.495066,Female,Young,NationalLang,Lithuanian,Left,LowerClass,ProEU,ProNATOAntiDonovia,"['Facebook(LT)', 'Twitter(LT)']"
B-ID-803,basic,Lithuania,Marijampole,Marijampole City,54.557889 23.361074,Female,Middle,NationalLang,Lithuanian,Left,UpperClass,ProEU,ProNATOAntiDonovia,"['Delfi LT (delfi.lt)', 'Facebook(LT)']"
B-ID-804,basic,Lithuania,Marijampole,Marijampole City,54.557889 23.361074,Female,Old,BothLang,Lithuanian,Undecided,MiddleClass,Undecided,ProNATOAntiDonovia,['Lietus Radio (lietus.fm)']
B-ID-805,basic,Lithuania,Marijampole,Marijampole City,54.557889 23.361074,Female,Middle,BothLang,Lithuanian,Right,LowerClass,ProEU,ProNATOAntiDonovia,"['TV3 LT (tv3.lt)', 'Facebook(LT)']"
B-ID-806,basic,Lithuania,Marijampole,Marijampole City,54.557889 23.361074,Male,Middle,BothLang,Lithuanian,Center,MiddleClass,AntiEU,ProNATOAntiDonovia,"['Lietus Radio (lietus.fm)', 'Sputnik News LT (sputniknews.ru)', 'Vakaru Ekspresas (ve.lt)', 'Facebook(LT)']"
B-ID-807,basic,Lithuania,Marijampole,Marijampole City,54.557889 23.361074,Male,Middle,NationalLang,Lithuanian,Center,MiddleClass,ProEU,ProNATOAntiDonovia,"['Lietuvos Rytas (lrytas.lt)', 'Facebook(LT)']"
